TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide
4103	øÓüöíºñý??Ë£	15	9	21	1	1								21	100	4	11968874		896	112			3	51	2	3	3	4																					21																																					17	ÏÛÝ¤????	172	óÝ??(????)	11													
4104	øÓüöíºñýü¨	15	9	21	1	1								21	100	4	11968874		448	56			3	38	2	2	2	3																					13			7																																		17	ÏÛÝ¤????	172	óÝ??(????)	11													
77	?Í³ÛÁåÙíºñý??	21	15	27	1	1													880	110				14																																																																		9													
76	?Í³ÛÁåÙíºñýñ°Ë£	21	15	27	1	1								1	400	1			4400	550			1	32	1	4	3	4																					9																																					11	?????	112	óÝ??(????)	9													
79	?Í³ÛÁåÙíºñý?â¢	21	15	27	1	1								1	400	1			880	110			1	21	1	2	1	2																					4																																					11	?????	112	óÝ??(????)	9													
80	?Í³ÛÁåÙíºñý??Ë£	21	15	27	1	1								1	400	1			1760	220			1	28	1	3	2	3																					7																																					11	?????	112	óÝ??(????)	9													
81	?Í³ÛÁåÙíºñýü¨	21	15	27	1	1								1	400	1			880	110			1	21	1	2	1	2																					4																																					11	?????	112	óÝ??(????)	9													
2085	????ñýýØË£	26	20	32	1	1								1	300	2	16750848		5280	660			2	38	2	4	4	5																					15																																					13	?????	132	óÝ??(????)	10													
2087	????ñý?â¢	26	20	32	1	1								1	300	2	16750848		1056	132			2	25	2	2	2	3																					7	3																																				13	?????	132	óÝ??(????)	10													
2088	????ñý??Ë£	26	20	32	1	1								1	300	2	16750848		2112	264			2	34	2	3	3	4																					11																																					13	?????	132	óÝ??(????)	10													
2089	????ñýü¨	26	20	32	1	1								1	300	2	16750848		1056	132			2	25	2	2	2	3																					7			3																																		13	?????	132	óÝ??(????)	10													
2150	ÕôÕáñýÏë??	26	20	32	1	1													1232	154				14																																																																		9													
2151	ÕôÕáñýÏëñ°Ë£	26	20	32	1	1								1	100	3	10503406		6160	770			3	44	3	4	4	5																					18																																					15	??????	152	óÝ??(????)	11													
2153	ÕôÕáñýÏë?â¢	26	20	32	1	1								1	100	3	10503406		1232	154			3	30	2	2	2	3																					8	5																																				15	??????	152	óÝ??(????)	11													
2154	ÕôÕáñýÏë??Ë£	26	20	32	1	1								1	100	3	10503406		2464	308			3	39	2	3	3	4																					13																																					15	??????	152	óÝ??(????)	11													
2155	ÕôÕáñýÏë?ü¨	26	20	32	1	1								1	100	3	10503406		1232	154			3	30	2	2	2	3																					8			5																																		15	??????	152	óÝ??(????)	11													
4105	ÕôÕáñýÏëñ°Ë£	26	20	32	1	1								21	100	4	11968874		6160	770			3	57	3	4	4	5																					30																																					17	ÏÛÝ¤????	172	óÝ??(????)	11													
4106	ÕôÕáñýÏë?â¢	26	20	32	1	1								21	100	4	11968874		1232	154			3	38	2	2	2	3																					16	14																																				17	ÏÛÝ¤????	172	óÝ??(????)	11													
4107	ÕôÕáñýÏë??Ë£	26	20	32	1	1								21	100	4	11968874		2464	308			3	51	2	3	3	4																					32																																					17	ÏÛÝ¤????	172	óÝ??(????)	11													
4108	ÕôÕáñýÏë?ü¨	26	20	32	1	1								21	100	4	11968874		1232	154			3	38	2	2	2	3																					16			8																																		17	ÏÛÝ¤????	172	óÝ??(????)	11													
337	Ë­ûùùêÑÑ??	30	24	36	1	1								1	400	1			3040	380			1	14			1	2																					3																																					11	?????	112	óÝ??(????)	10													
336	Ë­ûùùêÑÑýØË£	30	24	36	1	1								1	400	1			15120	1890			1	32	1	4	3	4																					12																																					11	?????	112	óÝ??(????)	10													
339	Ë­ûùùêÑÑ?â¢	30	24	36	1	1								1	400	1			3040	380			1	21	1	2	1	2																					5																																					11	?????	112	óÝ??(????)	10													
340	Ë­ûùùêÑÑ??Ë£	30	24	36	1	1								1	400	1			6080	760			1	28	1	3	2	3																					9																																					11	?????	112	óÝ??(????)	10													
341	Ë­ûùùêÑÑü¨	30	24	36	1	1								1	400	1			3040	380			1	21	1	2	1	2																					5																																					11	?????	112	óÝ??(????)	10													
2251	ïñ???	35	29	41	1	1								1	300	2	16750848		3648	456			2	17			1	2																					5																																					13	?????	132	óÝ??(????)	11													
2252	ïñ?ýØË£	35	29	41	1	1								1	300	2	16750848		18144	2268			2	38	2	4	4	5																					18																																					13	?????	132	óÝ??(????)	11													
2254	ïñ??â¢	35	29	41	1	1								1	300	2	16750848		3648	456			2	25	2	2	2	3																					8	4																																				13	?????	132	óÝ??(????)	11													
2255	ïñ???Ë£	35	29	41	1	1								1	300	2	16750848		7296	912			2	34	2	3	3	4																					13																																					13	?????	132	óÝ??(????)	11													
2256	ïñ?ñýü¨	35	29	41	1	1								1	300	2	16750848		3648	456			2	25	2	2	2	3																					8			4																																		13	?????	132	óÝ??(????)	11													
2227	ÕÉèÝ??	35	29	41	1	1								1	100	3	10503406		4256	532			3	20			1	2																					6																																					15	??????	152	óÝ??(????)	12													
2228	ÕÉèÝýØË£	35	29	41	1	1								1	100	3	10503406		21168	2646			3	44	3	4	4	5																					21																																					15	??????	152	óÝ??(????)	12													
2230	ÕÉèÝ?â¢	35	29	41	1	1								1	100	3	10503406		4256	532			3	30	2	2	2	3																					9	6																																				15	??????	152	óÝ??(????)	12													
2231	ÕÉèÝ??Ë£	35	29	41	1	1								1	100	3	10503406		8512	1064			3	39	2	3	3	4																					15																																					15	??????	152	óÝ??(????)	12													
2232	ÕÉèÝñýü¨	35	29	41	1	1								1	100	3	10503406		4256	532			3	30	2	2	2	3																					9			6																																		15	??????	152	óÝ??(????)	12													
4109	ÕÉèÝ??	35	29	41	1	1								21	100	4	11968874		4256	532			3	25			1	2																					9																																					17	ÏÛÝ¤????	172	óÝ??(????)	12													
4110	ÕÉèÝýØË£	35	29	41	1	1								21	100	4	11968874		21168	2646			3	57	3	4	4	5																					24																																					17	ÏÛÝ¤????	172	óÝ??(????)	12													
4111	ÕÉèÝ?â¢	35	29	41	1	1								21	100	4	11968874		4256	532			3	38	2	2	2	3																					12	9																																				17	ÏÛÝ¤????	172	óÝ??(????)	12													
4112	ÕÉèÝ??Ë£	35	29	41	1	1								21	100	4	11968874		8512	1064			3	51	2	3	3	4																					18																																					17	ÏÛÝ¤????	172	óÝ??(????)	12													
4113	ÕÉèÝñýü¨	35	29	41	1	1								21	100	4	11968874		4256	532			3	38	2	2	2	3																					12			9																																		17	ÏÛÝ¤????	172	óÝ??(????)	12													
565	ãæàøñý??	39	33	45	1	1								1	400	1			9120	1140			1	14			1	2																					4																																					11	?????	112	óÝ??(????)	10													
564	ãæàøñýñ°Ë£	39	33	45	1	1								1	400	1			45600	5700			1	32	1	4	3	4																					15																																					11	?????	112	óÝ??(????)	10													
567	ãæàøñý?â¢	39	33	45	1	1								1	400	1			9120	1140			1	21	1	2	1	2																					7																																					11	?????	112	óÝ??(????)	10													
568	ãæàøñý??Ë£	39	33	45	1	1								1	400	1			18240	2280			1	28	1	3	2	3																					11																																					11	?????	112	óÝ??(????)	10													
569	ãæàøñýü¨	39	33	45	1	1								1	400	1			9120	1140			1	21	1	2	1	2																					7																																					11	?????	112	óÝ??(????)	10													
2257	øïÖ®??	44	38	50	1	1								1	300	2	16750848		10944	1368			2	34			1	2																					6																																					13	?????	132	óÝ??(????)	12													
2258	øïÖ®ýØË£	44	38	50	1	1								1	300	2	16750848		54720	6840			2	76	2	4	4	5																					21																																					13	?????	132	óÝ??(????)	12													
2260	øïÖ®?â¢	44	38	50	1	1								1	300	2	16750848		10944	1368			2	50	2	2	2	3																					9	5																																				13	?????	132	óÝ??(????)	12													
2261	øïÖ®??Ë£	44	38	50	1	1								1	300	2	16750848		21888	2736			2	67	2	3	3	4																					15																																					13	?????	132	óÝ??(????)	12													
2262	øïÖ®ñýü¨	44	38	50	1	1								1	300	2	16750848		10944	1368			2	50	2	2	2	3																					9			5																																		13	?????	132	óÝ??(????)	12													
2238	ËÝÙÍèÝñý??	44	38	50	1	1								1	100	3	10503406		12768	1596			3	39			1	2																					7																																					15	??????	152	óÝ??(????)	13													
2233	ËÝÙÍèÝñýýØË£	44	38	50	1	1								1	100	3	10503406		63840	7980			3	88	3	4	4	5																					24																																					15	??????	152	óÝ??(????)	13													
2235	ËÝÙÍèÝñý?â¢	44	38	50	1	1								1	100	3	10503406		12768	1596			3	59	2	2	2	3																					10	7																																				15	??????	152	óÝ??(????)	13													
2236	ËÝÙÍèÝ??Ë£	44	38	50	1	1								1	100	3	10503406		25536	3192			3	78	2	3	3	4																					17																																					15	??????	152	óÝ??(????)	13													
2237	ËÝÙÍèÝñýü¨	44	38	50	1	1								1	100	3	10503406		12768	1596			3	59	2	2	2	3																					10			7																																		15	??????	152	óÝ??(????)	13													
4118	ËÝÙÍèÝñý??	44	38	50	1	1								21	100	4	11968874		12768	1596			3	50			1	2																					10																																					17	ÏÛÝ¤????	172	óÝ??(????)	13													
4114	ËÝÙÍèÝñýýØË£	44	38	50	1	1								21	100	4	11968874		63840	7980			3	113	3	4	4	5																					27																																					17	ÏÛÝ¤????	172	óÝ??(????)	13													
4115	ËÝÙÍèÝñý?â¢	44	38	50	1	1								21	100	4	11968874		12768	1596			3	76	2	2	2	3																					13	10																																				17	ÏÛÝ¤????	172	óÝ??(????)	13													
4116	ËÝÙÍèÝ??Ë£	44	38	50	1	1								21	100	4	11968874		25536	3192			3	101	2	3	3	4																					20																																					17	ÏÛÝ¤????	172	óÝ??(????)	13													
4117	ËÝÙÍèÝñýü¨	44	38	50	1	1								21	100	4	11968874		12768	1596			3	76	2	2	2	3																					13			10																																		17	ÏÛÝ¤????	172	óÝ??(????)	13													
1129	ãê???íºñý??	48	42	54	1	1								1	400	1			23200	2900			1	28			1	2																					5																																					11	?????	112	óÝ??(????)	11													
1128	ãê???íºñýñ°Ë£	48	42	54	1	1								1	400	1			116000	14500			1	63	1	4	3	4																					19																																					11	?????	112	óÝ??(????)	11													
1131	ãê???íºñý?â¢	48	42	54	1	1								1	400	1			23200	2900			1	42	1	2	1	2																					8																																					11	?????	112	óÝ??(????)	11													
1132	ãê???íºñý??Ë£	48	42	54	1	1								1	400	1			46400	5800			1	56	1	3	2	3																					13																																					11	?????	112	óÝ??(????)	11													
1133	ãê???íºñýü¨	48	42	54	1	1								1	400	1			23200	2900			1	42	1	2	1	2																					8																																					11	?????	112	óÝ??(????)	11													
2263	ýÙ???	52	46	58	1	1								1	300	2	16750848		27840	3480			2	34			1	2																					7																																					13	?????	132	óÝ??(????)	12													
2264	ýÙ?ñ°Ë£	52	46	58	1	1								1	300	2	16750848		139200	17400			2	76	2	4	4	5																					24																																					13	?????	132	óÝ??(????)	12													
2266	ýÙ??â¢	52	46	58	1	1								1	300	2	16750848		27840	3480			2	50	2	2	2	3																					11	6																																				13	?????	132	óÝ??(????)	12													
2267	ýÙ???Ë£	52	46	58	1	1								1	300	2	16750848		55680	6960			2	67	2	3	3	4																					18																																					13	?????	132	óÝ??(????)	12													
2268	ýÙ?ü¨	52	46	58	1	1								1	300	2	16750848		27840	3480			2	50	2	2	2	3																					11			6																																		13	?????	132	óÝ??(????)	12													
2239	?ù­??	52	46	58	1	1								1	100	3	10503406		32480	4060			3	39			1	2																					8																																					15	??????	152	óÝ??(????)	13													
2240	?ù­ñ°Ë£	52	46	58	1	1								1	100	3	10503406		162400	20300			3	88	3	4	4	5																					27																																					15	??????	152	óÝ??(????)	13													
2242	?ù­?â¢	52	46	58	1	1								1	100	3	10503406		32480	4060			3	59	2	2	2	3																					12	8																																				15	??????	152	óÝ??(????)	13													
2243	?ù­ñý??Ë£	52	46	58	1	1								1	100	3	10503406		64960	8120			3	78	2	3	3	4																					20																																					15	??????	152	óÝ??(????)	13													
2244	?ù­ñýü¨	52	46	58	1	1								1	100	3	10503406		32480	4060			3	59	2	2	2	3																					12			8																																		15	??????	152	óÝ??(????)	13													
4119	?ù­??	52	46	58	1	1								21	100	4	11968874		32480	4060			3	50			1	2																					11																																					17	ÏÛÝ¤????	172	óÝ??(????)	13													
4120	?ù­ñ°Ë£	52	46	58	1	1								21	100	4	11968874		162400	20300			3	113	3	4	4	5																					30																																					17	ÏÛÝ¤????	172	óÝ??(????)	13													
4121	?ù­?â¢	52	46	58	1	1								21	100	4	11968874		32480	4060			3	76	2	2	2	3																					15	11																																				17	ÏÛÝ¤????	172	óÝ??(????)	13													
4122	?ù­ñý??Ë£	52	46	58	1	1								21	100	4	11968874		64960	8120			3	101	2	3	3	4																					23																																					17	ÏÛÝ¤????	172	óÝ??(????)	13													
4123	?ù­ñýü¨	52	46	58	1	1								21	100	4	11968874		32480	4060			3	76	2	2	2	3																					15			11																																		17	ÏÛÝ¤????	172	óÝ??(????)	13													
2004	ËÝìÑ??	56	50	62	1	1								1	400	1			31200	3900			1	28			1	2																					6																																					11	?????	112	óÝ??(????)	11													
1999	ËÝìÑñ°Ë£	56	50	62	1	1								1	400	1			156000	19500			1	63	1	4	3	4																					22																																					11	?????	112	óÝ??(????)	11													
2001	ËÝìÑ?â¢	56	50	62	1	1								1	400	1			31200	3900			1	42	1	2	1	2																					9																																					11	?????	112	óÝ??(????)	11													
2002	ËÝìÑ??Ë£	56	50	62	1	1								1	400	1			62400	7800			1	56	1	3	2	3																					16																																					11	?????	112	óÝ??(????)	11													
2003	ËÝìÑü¨	56	50	62	1	1								1	400	1			31200	3900			1	42	1	2	1	2																					9																																					11	?????	112	óÝ??(????)	11													
2269	ãêÝú??	60	54	66	1	1								1	300	2	16750848		37440	4680			2	34			1	2																					8																																					13	?????	132	óÝ??(????)	13													
2270	ãêÝúñ°Ë£	60	54	66	1	1								1	300	2	16750848		187200	23400			2	76	2	4	4	5																					28																																					13	?????	132	óÝ??(????)	13													
2272	ãêÝú?â¢	60	54	66	1	1								1	300	2	16750848		37440	4680			2	50	2	2	2	3																					12	7																																				13	?????	132	óÝ??(????)	13													
2273	ãêÝú??Ë£	60	54	66	1	1								1	300	2	16750848		74880	9360			2	67	2	3	3	4																					20																																					13	?????	132	óÝ??(????)	13													
2274	ãêÝúñýü¨	60	54	66	1	1								1	300	2	16750848		37440	4680			2	50	2	2	2	3																					12			7																																		13	?????	132	óÝ??(????)	13													
2245	ÎÊÒÁíº??	60	54	66	1	1								1	100	3	10503406		43680	5460			3	39			1	2																					9																																					15	??????	152	óÝ??(????)	14													
2246	ÎÊÒÁíºñ°Ë£	60	54	66	1	1								1	100	3	10503406		218400	27300			3	88	3	4	4	5																					31																																					15	??????	152	óÝ??(????)	14													
2248	ÎÊÒÁíº?â¢	60	54	66	1	1								1	100	3	10503406		43680	5460			3	59	2	2	2	3																					13	9																																				15	??????	152	óÝ??(????)	14													
2249	ÎÊÒÁíº??Ë£	60	54	66	1	1								1	100	3	10503406		87360	10920			3	78	2	3	3	4																					22																																					15	??????	152	óÝ??(????)	14													
2250	ÎÊÒÁíºü¨	60	54	66	1	1								1	100	3	10503406		43680	5460			3	59	2	2	2	3																					13			9																																		15	??????	152	óÝ??(????)	14													
4124	ÎÊÒÁíº??	60	54	66	1	1								21	100	4	11968874		43680	5460			3	50			1	2																					17																																					17	ÏÛÝ¤????	172	óÝ??(????)	14													
4125	ÎÊÒÁíºñ°Ë£	60	54	66	1	1								21	100	4	11968874		218400	27300			3	113	3	4	4	5																					39																																					17	ÏÛÝ¤????	172	óÝ??(????)	14													
4126	ÎÊÒÁíº?â¢	60	54	66	1	1								21	100	4	11968874		43680	5460			3	76	2	2	2	3																					21	12																																				17	ÏÛÝ¤????	172	óÝ??(????)	14													
4127	ÎÊÒÁíº??Ë£	60	54	66	1	1								21	100	4	11968874		87360	10920			3	101	2	3	3	4																					30																																					17	ÏÛÝ¤????	172	óÝ??(????)	14													
4128	ÎÊÒÁíºü¨	60	54	66	1	1								21	100	4	11968874		43680	5460			3	76	2	2	2	3																					21			12																																		17	ÏÛÝ¤????	172	óÝ??(????)	14													
2010	÷Á÷¤??	64	58	70	1	1								1	400	1			37600	4700			1	28			1	2																					7																																					11	?????	112	óÝ??(????)	12													
2005	÷Á÷¤ñ°Ë£	64	58	70	1	1								1	400	1			188000	23500			1	63	1	4	3	4																					26																																					11	?????	112	óÝ??(????)	12													
2007	÷Á÷¤?â¢	64	58	70	1	1								1	400	1			37600	4700			1	42	1	2	1	2																					11																																					11	?????	112	óÝ??(????)	12													
2008	÷Á÷¤??Ë£	64	58	70	1	1								1	400	1			75200	9400			1	56	1	3	2	3																					19																																					11	?????	112	óÝ??(????)	12													
2009	÷Á÷¤ü¨	64	58	70	1	1								1	400	1			37600	4700			1	42	1	2	1	2																					11																																					11	?????	112	óÝ??(????)	12													
3051	å¯?ìÑ??	68	62	74	1	1								1	300	2	16750848		45120	5640			2	34			1	2																					9																																					13	?????	132	óÝ??(????)	13													
3050	å¯?ìÑñ°Ë£	68	62	74	1	1								1	300	2	16750848		225600	28200			2	76	2	4	4	5																					32																																					13	?????	132	óÝ??(????)	13													
3052	å¯?ìÑ?â¢	68	62	74	1	1								1	300	2	16750848		45120	5640			2	50	2	2	2	3																					14	8																																				13	?????	132	óÝ??(????)	13													
3053	å¯?ìÑ??Ë£	68	62	74	1	1								1	300	2	16750848		90240	11280			2	67	2	3	3	4																					23																																					13	?????	132	óÝ??(????)	13													
3054	å¯?ìÑü¨	68	62	74	1	1								1	300	2	16750848		45120	5640			2	50	2	2	2	3																					14			8																																		13	?????	132	óÝ??(????)	13													
3056	?â¢?ËÔ??	68	62	74	1	1								1	100	3	10503406		52640	6580			3	39			1	2																					10																																					15	??????	152	óÝ??(????)	14													
3055	?â¢?ËÔñ°Ë£	68	62	74	1	1								1	100	3	10503406		263200	32900			3	88	3	4	4	5																					35																																					15	??????	152	óÝ??(????)	14													
3057	?â¢?ËÔ?â¢	68	62	74	1	1								1	100	3	10503406		52640	6580			3	59	2	2	2	3																					15	10																																				15	??????	152	óÝ??(????)	14													
3058	?â¢?ËÔ??Ë£	68	62	74	1	1								1	100	3	10503406		105280	13160			3	78	2	3	3	4																					25																																					15	??????	152	óÝ??(????)	14													
3059	?â¢?ËÔü¨	68	62	74	1	1								1	100	3	10503406		52640	6580			3	59	2	2	2	3																					15			10																																		15	??????	152	óÝ??(????)	14													
4130	?â¢?ËÔ??	68	62	74	1	1								21	100	4	11968874		52640	6580			3	50			1	2																					23																																					17	ÏÛÝ¤????	172	óÝ??(????)	14													
4129	?â¢?ËÔñ°Ë£	68	62	74	1	1								21	100	4	11968874		263200	32900			3	113	3	4	4	5																					48																																					17	ÏÛÝ¤????	172	óÝ??(????)	14													
4131	?â¢?ËÔ?â¢	68	62	74	1	1								21	100	4	11968874		52640	6580			3	76	2	2	2	3																					28	13																																				17	ÏÛÝ¤????	172	óÝ??(????)	14													
4132	?â¢?ËÔ??Ë£	68	62	74	1	1								21	100	4	11968874		105280	13160			3	101	2	3	3	4																					38																																					17	ÏÛÝ¤????	172	óÝ??(????)	14													
4133	?â¢?ËÔü¨	68	62	74	1	1								21	100	4	11968874		52640	6580			3	76	2	2	2	3																					28			13																																		17	ÏÛÝ¤????	172	óÝ??(????)	14													
3061	Ù¢èÝ??	72	66	78	1	1								1	400	1			46400	5800			1	28			1	2																					8																																					11	?????	112	óÝ??(????)	13													
3060	Ù¢èÝñ°Ë£	72	66	78	1	1								1	400	1			232000	29000			1	63	1	4	3	4																					29																																					11	?????	112	óÝ??(????)	13													
3062	Ù¢èÝ?â¢	72	66	78	1	1								1	400	1			46400	5800			1	42	1	2	1	2																					13																																					11	?????	112	óÝ??(????)	13													
3063	Ù¢èÝ??Ë£	72	66	78	1	1								1	400	1			92800	11600			1	56	1	3	2	3																					21																																					11	?????	112	óÝ??(????)	13													
3064	Ù¢èÝü¨	72	66	78	1	1								1	400	1			46400	5800			1	42	1	2	1	2																					13																																					11	?????	112	óÝ??(????)	13													
3066	úì??íºñý??	76	70	82	1	1								1	300	2	16750848		55680	6960			2	34			1	2																					10																																					13	?????	132	óÝ??(????)	14													
3065	úì??íºñýñ°Ë£	76	70	82	1	1								1	300	2	16750848		278400	34800			2	76	2	4	4	5																					35																																					13	?????	132	óÝ??(????)	14													
3067	úì??íºñý?â¢	76	70	82	1	1								1	300	2	16750848		55680	6960			2	50	2	2	2	3																					15	9																																				13	?????	132	óÝ??(????)	14													
3068	úì??íºñý??Ë£	76	70	82	1	1								1	300	2	16750848		111360	13920			2	67	2	3	3	4																					25																																					13	?????	132	óÝ??(????)	14													
3069	úì??íºñýü¨	76	70	82	1	1								1	300	2	16750848		55680	6960			2	50	2	2	2	3																					15			9																																		13	?????	132	óÝ??(????)	14													
3071	÷ÔÍÈíºñý??	76	70	82	1	1								1	100	3	10503406		64960	8120			3	39			1	2																					11																																					15	??????	152	óÝ??(????)	15													
3070	÷ÔÍÈíºñýñ°Ë£	76	70	82	1	1								1	100	3	10503406		324800	40600			3	88	3	4	4	5																					38																																					15	??????	152	óÝ??(????)	15													
3072	÷ÔÍÈíº?â¢	76	70	82	1	1								1	100	3	10503406		64960	8120			3	59	2	2	2	3																					16	11																																				15	??????	152	óÝ??(????)	15													
3073	÷ÔÍÈíº??Ë£	76	70	82	1	1								1	100	3	10503406		129920	16240			3	78	2	3	3	4																					27																																					15	??????	152	óÝ??(????)	15													
3074	÷ÔÍÈíºü¨	76	70	82	1	1								1	100	3	10503406		64960	8120			3	59	2	2	2	3																					16			11																																		15	??????	152	óÝ??(????)	15													
4366	÷ÔÍÈíºñý??	76	70	82	1	1								21	100	4	11968874		64960	8120			3	50			1	2																					29																																					17	ÏÛÝ¤????	172	óÝ??(????)	15													
4365	÷ÔÍÈíºñýñ°Ë£	76	70	82	1	1								21	100	4	11968874		324800	40600			3	113	3	4	4	5																					56																																					17	ÏÛÝ¤????	172	óÝ??(????)	15													
4367	÷ÔÍÈíº?â¢	76	70	82	1	1								21	100	4	11968874		64960	8120			3	76	2	2	2	3																					34	14																																				17	ÏÛÝ¤????	172	óÝ??(????)	15													
4368	÷ÔÍÈíº??Ë£	76	70	82	1	1								21	100	4	11968874		129920	16240			3	101	2	3	3	4																					45																																					17	ÏÛÝ¤????	172	óÝ??(????)	15													
4369	÷ÔÍÈíºü¨	76	70	82	1	1								21	100	4	11968874		64960	8120			3	76	2	2	2	3																					34			14																																		17	ÏÛÝ¤????	172	óÝ??(????)	15													
343	?óÌ?ù«Ù¶	2	1	8	2	1													13	10				13																																																																		8													
342	?óÌ?ù«Ë£	2	1	8	2	1								1	400	1			30	30			1	29	1	4	3	4																					3																																					11	?????	113	ñÐ?(????)	8													
345	?óÌ?ù«?Þ¢	2	1	8	2	1								1	400	1			13	10			1	19	1	2	1	2																					1																																					11	?????	113	ñÐ?(????)	8													
346	?óÌ?ù«?	2	1	8	2	1								1	400	1			15	10			1	25	1	3	2	3																					2																																					11	?????	113	ñÐ?(????)	8													
347	?óÌ?ù«ü¨	2	1	8	2	1								1	400	1			13	10			1	19	1	2	1	2																					1																																					11	?????	113	ñÐ?(????)	8													
46	?üÀü³ßÚëý	7	1	13	2	1								1	300	2	16750848		288	36			2	34	2	4	4	5																					8																																					13	?????	133	ñÐ?(????)	9													
49	?üÀü³ßÚ?Þ¢	7	1	13	2	1								1	300	2	16750848		96	12			2	23	2	2	2	3																					4	2																																				13	?????	133	ñÐ?(????)	9													
50	?üÀü³ßÚ?÷Ú	7	1	13	2	1								1	300	2	16750848		96	12			2	30	2	3	3	4																					6																																					13	?????	133	ñÐ?(????)	9													
51	?üÀü³ßÚü¨	7	1	13	2	1								1	300	2	16750848		96	12			2	23	2	2	2	3																					4			2																																		13	?????	133	ñÐ?(????)	9													
349	Ë­ûùù«Ù¶	12	6	18	2	1													320	40				13																																																																		8													
348	Ë­ûùù«Ë£	12	6	18	2	1								1	400	1			1680	210			1	29	1	4	3	4																					5																																					11	?????	113	ñÐ?(????)	8													
351	Ë­ûùù«?Þ¢	12	6	18	2	1								1	400	1			320	40			1	19	1	2	1	2																					2																																					11	?????	113	ñÐ?(????)	8													
352	Ë­ûùù«?	12	6	18	2	1								1	400	1			640	80			1	25	1	3	2	3																					4																																					11	?????	113	ñÐ?(????)	8													
353	Ë­ûùù«ü¨	12	6	18	2	1								1	400	1			320	40			1	19	1	2	1	2																					2																																					11	?????	113	ñÐ?(????)	8													
59	?ìÑÙ¶	15	9	21	2	1													384	48				13																																																																		9													
58	?ìÑ?Ðº	15	9	21	2	1								1	300	2	16750848		2016	252			2	34	2	4	4	5																					10																																					13	?????	133	ñÐ?(????)	10													
61	?ìÑ?Þ¢	15	9	21	2	1								1	300	2	16750848		384	48			2	23	2	2	2	3																					5	3																																				13	?????	133	ñÐ?(????)	10													
62	?ìÑ?÷Ú	15	9	21	2	1								1	300	2	16750848		768	96			2	30	2	3	3	4																					7																																					13	?????	133	ñÐ?(????)	10													
63	?ìÑü¨	15	9	21	2	1								1	300	2	16750848		384	48			2	23	2	2	2	3																					5			3																																		13	?????	133	ñÐ?(????)	10													
2156	í»æÔñýÙ¶	15	9	21	2	1													448	56				13																																																																		9													
2157	í»æÔ?Ë£	15	9	21	2	1								1	100	3	10503406		2352	294			3	40	3	4	4	5																					13																																					15	??????	153	ñÐ?(????)	11													
2159	í»æÔ?â¢	15	9	21	2	1								1	100	3	10503406		448	56			3	27	2	2	2	3																					6	5																																				15	??????	153	ñÐ?(????)	11													
2160	í»æÔ?÷Ú	15	9	21	2	1								1	100	3	10503406		896	112			3	35	2	3	3	4																					9																																					15	??????	153	ñÐ?(????)	11													
2161	í»æÔñýü¨	15	9	21	2	1								1	100	3	10503406		448	56			3	27	2	2	2	3																					6			5																																		15	??????	153	ñÐ?(????)	11													
4134	í»æÔ?Ë£	15	9	21	2	1								21	100	4	11968874		2352	294			3	51	3	4	4	5																					24																																					17	ÏÛÝ¤????	173	ñÐ?(????)	11													
4135	í»æÔ?â¢	15	9	21	2	1								21	100	4	11968874		448	56			3	34	2	2	2	3																					13	14																																				17	ÏÛÝ¤????	173	ñÐ?(????)	11													
4136	í»æÔ?÷Ú	15	9	21	2	1								21	100	4	11968874		896	112			3	46	2	3	3	4																					18																																					17	ÏÛÝ¤????	173	ñÐ?(????)	11													
4137	í»æÔñýü¨	15	9	21	2	1								21	100	4	11968874		448	56			3	34	2	2	2	3																					14			8																																		17	ÏÛÝ¤????	173	ñÐ?(????)	11													
