Target Type	Target TID	Class	Skill TID	Probability	Item Set	Skill TID	Probability	Item Set	Skill TID	Probability	Item Set
	734	ranger	284	80	153						
	734	mage	284	80	153						
	549	knight	284	80	197						
	549	ranger	284	80	197						
	549	mage	284	80	197						
	553	knight	284	80	198	202	80	16	201	80	17
	553	ranger	284	80	198	202	80	16	201	80	17
	553	mage	284	80	198	202	80	16	201	80	17
	554	knight	284	80	198	202	80	16	201	80	17
	554	ranger	284	80	198	202	80	16	201	80	17
	554	mage	284	80	198	202	80	16	201	80	17
	565	knight	284	80	153						
	565	ranger	284	80	153						
	565	mage	284	80	153						
	846	knight	284	80	200	202	80	7			
	846	ranger	284	80	200	202	80	7			
	846	mage	284	80	200	202	80	7			
	847	knight	284	80	201						
	847	ranger	284	80	201						
	847	mage	284	80	201						
	27	knight	284	80	150						
	27	ranger	284	80	150						
	27	mage	284	80	150						
	269	knight	284	80	129						
	269	ranger	284	80	129						
	269	mage	284	80	129						
	135	knight	284	80	133						
	135	ranger	284	80	133						
	135	mage	284	80	133						
	313	knight	284	80	155				201	80	60
	313	ranger	284	80	155				201	80	60
	313	mage	284	80	155				201	80	60
	566	knight	284	80	153						
	566	ranger	284	80	153						
	566	mage	284	80	153						
	848	knight	284	80	202				201	80	34
	848	ranger	284	80	202				201	80	34
	848	mage	284	80	202				201	80	34
	832	knight	284	80	242						
	832	ranger	284	80	242						
	832	mage	284	80	242						
	737	knight	284	80	154						
	737	ranger	284	80	154						
	737	mage	284	80	154						
	849	knight	284	80	203						
	849	ranger	284	80	203						
	849	mage	284	80	203						
	850	knight	284	80	201						
	850	ranger	284	80	201						
	850	mage	284	80	201						
	736	knight	284	80	154						
	736	ranger	284	80	154						
	736	mage	284	80	154						
	718	knight	284	80	135	202	80	49	201	80	50
	718	ranger	284	80	135	202	80	49	201	80	50
	718	mage	284	80	135	202	80	49	201	80	50
	851	knight	284	80	202				201	80	34
	851	ranger	284	80	202				201	80	34
	851	mage	284	80	202				201	80	34
	852	knight	284	80	203						
	852	ranger	284	80	203						
	852	mage	284	80	203						
	724	knight	284	80	154						
	724	ranger	284	80	154						
	724	mage	284	80	154						
	745	knight	284	80	143						
	745	ranger	284	80	143						
	745	mage	284	80	143						
	739	knight	284	80	158						
	739	ranger	284	80	158						
	739	mage	284	80	158						
	853	knight	284	80	201						
	853	ranger	284	80	201						
	853	mage	284	80	201						
	854	knight	284	80	204				201	80	177
	854	ranger	284	80	204				201	80	177
	854	mage	284	80	204				201	80	177
	746	knight	284	80	143						
	746	ranger	284	80	143						
	746	mage	284	80	143						
	855	knight	284	80	204						
	855	ranger	284	80	204						
	855	mage	284	80	204						
	856	knight	284	80	205				201	80	71
	856	ranger	284	80	205				201	80	71
	856	mage	284	80	205				201	80	71
	740	knight	284	80	158						
	740	ranger	284	80	158						
	740	mage	284	80	158						
	747	knight	284	80	143						
	747	ranger	284	80	143						
	747	mage	284	80	143						
	816	knight	284	80	208	202	80	209	201	80	210
	816	ranger	284	80	208	202	80	209	201	80	210
	816	mage	284	80	208	202	80	209	201	80	210
	857	knight	284	80	205				201	80	71
	857	ranger	284	80	205				201	80	71
	857	mage	284	80	205				201	80	71
	741	knight	284	80	158						
	741	ranger	284	80	158						
	741	mage	284	80	158						
	712	knight	284	80	159						
	712	ranger	284	80	159						
	712	mage	284	80	159						
	858	knight	284	80	205				201	80	71
	858	ranger	284	80	205				201	80	71
	858	mage	284	80	205				201	80	71
	725	knight	284	80	158						
	725	ranger	284	80	158						
	725	mage	284	80	158						
	826	knight	284	80	208	202	80	209	201	80	210
	826	ranger	284	80	208	202	80	209	201	80	210
	826	mage	284	80	208	202	80	209	201	80	210
	859	knight	284	80	204				201	80	177
	859	ranger	284	80	204				201	80	177
	859	mage	284	80	204				201	80	177
	860	knight	284	80	205				201	80	71
	860	ranger	284	80	205				201	80	71
	860	mage	284	80	205				201	80	71
	303	knight	284	80	159						
	303	ranger	284	80	159						
	303	mage	284	80	159						
	717	knight	284	80	159						
	717	ranger	284	80	159						
	717	mage	284	80	159						
	861	knight	284	80	213						
	861	ranger	284	80	213						
	861	mage	284	80	213						
	862	knight	284	80	206						
	862	ranger	284	80	206						
	862	mage	284	80	206						
	828	knight	284	80	208	202	80	209	201	80	210
	828	ranger	284	80	208	202	80	209	201	80	210
	828	mage	284	80	208	202	80	209	201	80	210
	833	knight	284	80	207						
	833	ranger	284	80	207						
	833	mage	284	80	207						
	863	knight	284	80	204				201	80	177
	863	ranger	284	80	204				201	80	177
	863	mage	284	80	204				201	80	177
	38	knight	284	80	112	202	80	13			
	38	ranger	284	80	112	202	80	13			
	38	mage	284	80	112	202	80	13			
	864	knight	284	80	213						
	864	ranger	284	80	213						
	864	mage	284	80	213						
	865	knight	284	80	206						
	865	ranger	284	80	206						
	865	mage	284	80	206						
	866	knight	284	80	198	202	80	16	201	80	17
	866	ranger	284	80	198	202	80	16	201	80	17
	866	mage	284	80	198	202	80	16	201	80	17
	829	knight	284	80	208	202	80	209	201	80	210
	829	ranger	284	80	208	202	80	209	201	80	210
	829	mage	284	80	208	202	80	209	201	80	210
	867	knight	284	80	222						
	867	ranger	284	80	222						
	867	mage	284	80	222						
	830	knight	284	80	207						
	830	ranger	284	80	207						
	830	mage	284	80	207						
	868	knight	284	80	158						
	868	ranger	284	80	158						
	868	mage	284	80	158						
	869	knight	284	80	218				201	80	60
	869	ranger	284	80	218				201	80	60
	869	mage	284	80	218				201	80	60
	802	knight	284	80	207						
	802	ranger	284	80	207						
	802	mage	284	80	207						
	815	knight	284	80	211				201	80	212
	815	ranger	284	80	211				201	80	212
	815	mage	284	80	211				201	80	212
	870	knight	284	80	227						
	870	ranger	284	80	227						
	870	mage	284	80	227						
	827	knight	284	80	208	202	80	209	201	80	210
	827	ranger	284	80	208	202	80	209	201	80	210
	827	mage	284	80	208	202	80	209	201	80	210
	809	knight	284	80	208						
	809	ranger	284	80	208						
	809	mage	284	80	208						
	871	knight	284	80	225	202	80	185	201	80	184
	871	ranger	284	80	225	202	80	185	201	80	184
	871	mage	284	80	225	202	80	185	201	80	184
	838	knight	284	80	211				201	80	212
	838	ranger	284	80	211				201	80	212
	838	mage	284	80	211				201	80	212
	831	knight	284	80	207						
	831	ranger	284	80	207						
	831	mage	284	80	207						
	872	knight	284	80	216	202	80	45	201	80	46
	872	ranger	284	80	216	202	80	45	201	80	46
	872	mage	284	80	216	202	80	45	201	80	46
	873	knight	284	80	225	202	80	185	201	80	184
	873	ranger	284	80	225	202	80	185	201	80	184
	873	mage	284	80	225	202	80	185	201	80	184
	874	knight	284	80	217				201	80	8
	874	ranger	284	80	217				201	80	8
	874	mage	284	80	217				201	80	8
	840	knight	284	80	211				201	80	212
	840	ranger	284	80	211				201	80	212
	840	mage	284	80	211				201	80	212
	657	knight	284	80	215						
	657	ranger	284	80	215						
	657	mage	284	80	215						
	875	knight	284	80	225	202	80	185			
	875	ranger	284	80	225	202	80	185			
	875	mage	284	80	225	202	80	185			
	876	knight	284	80	219						
	876	ranger	284	80	219						
	876	mage	284	80	219						
	839	knight	284	80	211				201	80	212
	839	ranger	284	80	211				201	80	212
	839	mage	284	80	211				201	80	212
	877	knight	284	80	223						
	877	ranger	284	80	223						
	877	mage	284	80	223						
	878	knight	284	80	217				201	80	8
	878	ranger	284	80	217				201	80	8
	878	mage	284	80	217				201	80	8
	841	knight	284	80	211				201	80	212
	841	ranger	284	80	211				201	80	212
	841	mage	284	80	211				201	80	212
	656	knight	284	80	211				201	80	212
	656	ranger	284	80	211				201	80	212
	656	mage	284	80	211				201	80	212
	879	knight	284	80	221	202	80	16	201	80	17
	879	ranger	284	80	221	202	80	16	201	80	17
	879	mage	284	80	221	202	80	16	201	80	17
	880	knight	284	80	224	202	80	181			
	880	ranger	284	80	224	202	80	181			
	880	mage	284	80	224	202	80	181			
	881	knight	284	80	214						
	881	ranger	284	80	214						
	881	mage	284	80	214						
	882	knight	284	80	226						
	882	ranger	284	80	226						
	882	mage	284	80	226						
	845	knight									
	845	ranger									
	845	mage									
	883	knight	284	80	219						
	883	ranger	284	80	219						
	883	mage	284	80	219						
	884	knight	284	80	220				201	80	163
	884	ranger	284	80	220				201	80	163
	884	mage	284	80	220				201	80	163
	885	knight	284	80	220				201	80	163
	885	ranger	284	80	220				201	80	163
	885	mage	284	80	220				201	80	163
	929	knight	284	80	228						
	929	ranger	284	80	228						
	929	mage	284	80	228						
	921	knight	284	80	230				201	80	229
	921	ranger	284	80	230				201	80	229
	921	mage	284	80	230				201	80	229
	926	knight	284	80	231				201	80	232
	926	ranger	284	80	231				201	80	232
	926	mage	284	80	231				201	80	232
	930	knight	284	80	228						
	930	ranger	284	80	228						
	930	mage	284	80	228						
	925	knight	284	80	233						
	925	ranger	284	80	233						
	925	mage	284	80	233						
	923	knight	284	80	234	202	80	235	201	80	236
	923	ranger	284	80	234	202	80	235	201	80	236
	923	mage	284	80	234	202	80	235	201	80	236
	915	knight	284	80	230				201	80	229
	915	ranger	284	80	230				201	80	229
	915	mage	284	80	230				201	80	229
	922	knight	284	80	233						
	922	ranger	284	80	233						
	922	mage	284	80	233						
	1209	knight				202	80	237	201	80	238
	1209	ranger				202	80	237	201	80	238
	1209	mage				202	80	237	201	80	238
	889	knight	284	80	234	202	80	235	201	80	236
	889	ranger	284	80	234	202	80	235	201	80	236
	889	mage	284	80	234	202	80	235	201	80	236
	895	knight	284	80	228						
	895	ranger	284	80	228						
	895	mage	284	80	228						
	899	knight	284	80	230				201	80	229
	899	ranger	284	80	230				201	80	229
	899	mage	284	80	230				201	80	229
	924	knight	284	80	231				201	80	232
	924	ranger	284	80	231				201	80	232
	924	mage	284	80	231				201	80	232
	1208	knight				202	80	237	201	80	238
	1208	ranger				202	80	237	201	80	238
	1208	mage				202	80	237	201	80	238
	914	knight	284	80	233						
	914	ranger	284	80	233						
	914	mage	284	80	233						
	897	knight	284	80	231				201	80	232
	897	ranger	284	80	231				201	80	232
	897	mage	284	80	231				201	80	232
	928	knight	284	80	239				201	80	240
	928	ranger	284	80	239				201	80	240
	928	mage	284	80	239				201	80	240
	931	knight				202	80	237	201	80	238
	931	ranger				202	80	237	201	80	238
	931	mage				202	80	237	201	80	238
	888	knight	284	80	239				201	80	240
	888	ranger	284	80	239				201	80	240
	888	mage	284	80	239				201	80	240
	920	knight	284	80	241						
	920	ranger	284	80	241
	920	mage	284	80	241
	917	knight			
	917	ranger			
	917	mage			
	919	knight			
	919	ranger			
	919	mage			
	918	knight			
	918	ranger			
	918	mage			
	909	knight			
	909	ranger			
	909	mage			
	910	knight			
	910	ranger			
	910	mage		
	911	knight		
	911	ranger		
	911	mage		
	902	knight		
	902	ranger		
	902	mage		
	913	knight		
	913	ranger		
	913	mage		
	912	knight		
	912	ranger		
	912	mage		
	900	knight		
	900	ranger		
	900	mage		
	901	knight
	901	ranger
	901	mage
	904	knight
	904	ranger
	904	mage
	907	knight
	907	ranger
	907	mage
	908	knight
	908	ranger
	908	mage
	906	knight
	906	ranger
	906	mage
	903	knight
	903	ranger
	903	mage
	927	knight
	927	ranger
	927	mage
	916	knight
	916	ranger
	916	mage
		
		
		
		
		
		
