TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType
301	Lizardman Lord	196612	11 		5 	19	79 	56 	52 	65 		40 	14 	7512 	292 	291 				1000 	6500 	58 	33 			149 	156 	25 	270 	30 	30 	30 	30 	100 	50 	50 	50 			2097 	0 	0 	0 	0 	0 	0 	0 	0 	80 	88 	0 	0 	0 	0 	0 	0 			2500 																							120 	224 		0.87 	5.00 	0.87 	3.00 						5	BDA66B	3	1.40 	1	0	0	1.44	0.6		0
453	Troll Slave	196612	11 		5 	19	67 	49 	42 	56 		32 	6 	563 	260 	255 				1800 	5500 	54 	31 			70 	73 	42 	140 	50 	50 	50 	50 	50 	50 	50 	50 			382 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							30 	56 		0.87 	5.00 	0.87 	3.00 						0		1	1.00 		0	1	1.22	0.5		0
516	Broken Guardian	196612	11 		5 	19	66 	49 	43 	55 		34 	12 	3378 	260 	255 				2500 	7000 	54 	31 			44 	46 	42 	270 	0 	100 	50 	50 	50 	50 	50 	50 			916 	0 	0 	48 	53 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							75 	140 		0.87 	5.00 	0.87 	3.00 						2	FFFF00	2	1.20 	2	0	0	1.17	1		0
83	Soldier Spider	196612	11 		5 	20	72 	52 	45 	60 		35 	7 	604 	276 	273 				1110 	5300 	56 	32 			75 	78 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			408 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							32 	60 		0.87 	5.00 	0.87 	3.00 						0		1	1.00 		1	1	1.23	0.4		0
13	Big Boar	196612	11 		5 	20	71 	53 	45 	59 		34 	7 	604 	276 	273 				1350 	6200 	56 	32 			74 	77 	42 	230 	50 	50 	50 	50 	50 	50 	50 	50 			408 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							32 	60 		0.87 	5.00 	0.87 	3.00 						0		1	1.00 		1	1	1.32	1		0
311	Stone Eater	196612	11 		5 	20	71 	53 	47 	58 		36 	13 	3624 	276 	273 				400 	5500 	56 	32 			47 	50 	47 	190 	50 	50 	0 	100 	50 	50 	50 	50 			979 	0 	0 	0 	0 	50 	56 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							80 	150 		0.87 	5.00 	0.87 	3.00 						4	FFFF00	2	1.20 	4	2	0	1.22	0.7		0
649	Hard Cube	196612	11 		5 	20	71 	51 	46 	59 		35 	6 	604 	276 	273 				1000 	4500 	56 	32 			74 	78 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			408 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							32 	60 		0.87 	5.00 	0.87 	3.00 						0		1	1.00 		0	1	1.13	0.5		0
485	Total Broken	196612	11 		5 	20	83 	59 	55 	69 		42 	15 	8400 	309 	310 				3000 	8000 	61 	35 			157 	165 	25 	470 	30 	30 	30 	30 	100 	50 	50 	50 			2249 	0 	0 	0 	0 	0 	0 	0 	0 	85 	93 	0 	0 	0 	0 	0 	0 			2500 																							128 	240 		0.87 	5.00 	0.87 	3.00 						5	BDA66B	3	1.40 	1	0	0	1.33	0.6		0
80	River Goblin Ranger	196612	11 		5 	21	72 	57 	46 	60 		36 	7 	626 	292 	291 				900 	6200 	58 	33 			75 	79 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			437 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							34 	64 		0.86 	5.00 	0.86 	3.00 						0		1	1.00 		0	1	1.19	0.9		1
279	Direwolf	196612	11 		5 	21	76 	58 	48 	63 		37 	7 	626 	292 	291 				1280 	5800 	58 	33 			79 	83 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			437 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							34 	64 		0.86 	5.00 	0.86 	3.00 						0		1	1.00 		1	1	1.35	1.8		0
720	Runebat	196612	11 		5 	21	74 	57 	47 	62 		37 	7 	626 	292 	291 				3100 	5500 	58 	33 			77 	81 	47 	270 	50 	50 	50 	50 	50 	50 	50 	50 			437 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							34 	64 		0.86 	5.00 	0.86 	3.00 						0		1	1.00 		0	1	1.22	2		0
454	Troll Guard	196612	11 		5 	21	77 	57 	49 	64 		37 	7 	626 	292 	291 				1800 	6700 	58 	33 			80 	84 	47 	140 	50 	50 	50 	50 	50 	50 	50 	50 			437 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							34 	64 		0.86 	5.00 	0.86 	3.00 						0		1	1.00 		0	1	1.29	0.6		0
12	Thief	196612	11 		5 	22	77 	60 	50 	65 		39 	8 	700 	309 	310 				5200 	7200 	61 	35 			80 	84 	37 	190 	50 	50 	50 	50 	50 	50 	50 	50 			469 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							36 	66 		0.85 	5.00 	0.85 	3.00 						0		1	1.00 		0	1	1.38	0.5		0
749	Marylith Lady	196612	11 		5 	22	79 	59 	51 	65 		39 	7 	700 	309 	310 				3000 	5500 	61 	35 			82 	86 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			469 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							36 	66 		0.85 	5.00 	0.85 	3.00 						0		1	1.00 		2	1	1.22	1.3		1
496	Blood Crow	196612	11 		5 	22	79 	59 	51 	65 		39 	7 	700 	309 	310 				3700 	5700 	61 	35 			82 	86 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			469 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							36 	66 		0.85 	5.00 	0.85 	3.00 						0		1	1.00 		0	1	1.21	1.4		0
517	Wild Tentacle	196612	11 		5 	22	78 	55 	53 	64 		41 	14 	4200 	309 	310 				350 	0 	61 	35 			52 	55 	35 	2800 	100 	0 	50 	50 	50 	50 	50 	50 			1125 	56 	62 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							90 	165 		0.85 	5.00 	0.85 	3.00 						1	FFFF00	2	1.40 	3	1	0	0	0.5		1
738	Relic Ghoul	196612	11 		5 	23	83 	61 	53 	69 		41 	8 	731 	327 	329 				2000 	5100 	63 	36 			86 	90 	42 	170 	50 	50 	50 	50 	50 	50 	50 	50 			505 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							38 	70 		0.85 	5.00 	0.85 	3.00 						0		1	1.00 		1	1	1.11	1		0
116	Gale Boar	196612	11 		5 	23	84 	63 	53 	70 		41 	8 	731 	327 	329 				1350 	6200 	63 	36 			87 	91 	42 	240 	50 	50 	50 	50 	50 	50 	50 	50 			505 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							38 	70 		0.85 	5.00 	0.85 	3.00 						0		1	1.00 		1	1	1.32	1		0
511	Cutter Voltex	196612	11 		5 	23	84 	63 	53 	70 		41 	8 	731 	327 	329 				3500 	8000 	63 	36 			87 	91 	42 	420 	50 	50 	50 	50 	50 	50 	50 	50 			505 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							38 	70 		0.85 	5.00 	0.85 	3.00 						0		1	1.00 		0	1	1.23	1.5		0
78	River Goblin Warrior	196612	11 		5 	24	90 	67 	57 	75 		44 	8 	787 	344 	349 				900 	5800 	66 	37 			93 	97 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			543 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							40 	74 		0.84 	5.00 	0.84 	3.00 						0		1	1.00 		0	1	1.35	0.4		0
721	Vampire Bat	196612	11 		5 	24	89 	68 	58 	74 		44 	9 	787 	344 	349 				3100 	5500 	66 	37 			92 	97 	47 	270 	50 	50 	50 	50 	50 	50 	50 	50 			543 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							40 	74 		0.84 	5.00 	0.84 	3.00 						0		1	1.00 		0	1	1.22	2		0
18	Rock Torge	196612	11 		5 	24	87 	64 	56 	72 		43 	8 	787 	344 	349 				1600 	5300 	66 	37 			90 	95 	42 	240 	50 	50 	50 	50 	50 	50 	50 	50 			543 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							40 	74 		0.84 	5.00 	0.84 	3.00 						0		1	1.00 		0	1	1.1	2		0
34	Troll Boss	196612	11 		5 	24	103 	73 	69 	84 		53 	18 	10896 	380 	389 				1800 	6300 	70 	40 			193 	203 	25 	270 	50 	50 	0 	100 	50 	50 	50 	50 			3037 	0 	0 	0 	0 	104 	114 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							160 	296 		0.84 	5.00 	0.84 	3.00 						4	BDA66B	3	1.40 	4	0	0	1.47	0.3		0
474	Cat Grippler	196612	11 		5 	24	87 	64 	56 	72 		43 	8 	787 	344 	349 				1000 	4600 	66 	37 			90 	95 	42 	140 	50 	50 	50 	50 	50 	50 	50 	50 			543 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							40 	74 		0.84 	5.00 	0.84 	3.00 						0		1	1.00 		1	1	1.12	0.8		0
127	Candle Bear	196612	11 		5 	25	93 	68 	63 	78 		49 	17 	5232 	362 	369 				1600 	5700 	68 	39 			62 	65 	42 	270 	100 	0 	50 	50 	50 	50 	50 	50 			1406 	67 	74 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	195 		0.83 	5.00 	0.83 	3.00 						1	FFFF00	2	1.20 	3	0	0	1.21	0.8		0
285	Thief Scout	196612	11 		5 	25	91 	72 	59 	76 		46 	9 	872 	362 	369 				5200 	7200 	68 	39 			94 	98 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							42 	78 		0.83 	5.00 	0.83 	3.00 						0		1	1.00 		0	1	1.38	0.6		0
457	Green Dragon Cid	196612	11 		5 	25	106 	73 	70 	87 		54 	18 	11676 	399 	410 				3000 	6500 	73 	41 			198 	208 	25 	470 	50 	50 	100 	0 	50 	50 	50 	50 			3280 	0 	0 	0 	0 	0 	0 	106 	118 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							168 	312 		0.83 	5.00 	0.83 	3.00 						3	BDA66B	3	1.40 	5	0	0	1.3	0.6		0
16	Bronze Dragon Cid	196612	11 		5 	25	106 	73 	70 	87 		54 	18 	11676 	399 	410 				3000 	6500 	73 	41 			198 	208 	25 	470 	100 	0 	50 	50 	50 	50 	50 	50 			3280 	106 	118 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							168 	312 		0.83 	5.00 	0.83 	3.00 						1	BDA66B	3	1.40 	3	0	0	1.3	0.6		0
39	Zombie	196612	11 		5 	25	93 	70 	61 	78 		47 	9 	872 	362 	369 				2070 	5500 	68 	39 			96 	101 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							42 	78 		0.83 	5.00 	0.83 	3.00 						0		1	1.00 		0	1	1.22	0.9		0
518	Blade Tentacle	196612	11 		5 	25	93 	65 	61 	78 		47 	8 	872 	362 	369 				350 	0 	68 	39 			96 	101 	35 	2800 	50 	50 	50 	50 	50 	50 	50 	50 			586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							42 	78 		0.83 	5.00 	0.83 	3.00 						0		1	1.20 		1	0	0	0.5		1
512	Flying Voltex	196612	11 		5 	25	92 	70 	63 	77 		49 	18 	5232 	362 	369 				3500 	7500 	68 	39 			61 	64 	42 	420 	50 	50 	100 	0 	50 	50 	50 	50 			1406 	0 	0 	0 	0 	0 	0 	66 	72 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	195 		0.83 	5.00 	0.83 	3.00 						3	FFFF00	2	1.20 	5	0	0	1.15	1.5		0
636	Bone Dragon	196612	11 		5 	25	106 	81 	70 	87 		54 	20 	11676 	399 	410 				3000 	6500 	73 	41 			198 	208 	45 	470 	100 	0 	50 	50 	50 	50 	50 	50 			3280 	106 	118 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							168 	312 		0.83 	5.00 	0.83 	3.00 						1	BDA66B	3	1.40 	3	0	0	1.3	1.1		0
283	Thief Soldier	196612	11 		5 	26	96 	75 	63 	80 		48 	9 	908 	380 	389 				5200 	7200 	70 	40 			99 	104 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			633 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							44 	82 		0.83 	5.00 	0.83 	3.00 						0		1	1.00 		0	1	1.38	0.6		0
327	Carnage Eater	196612	11 		5 	26	100 	74 	65 	83 		49 	9 	908 	380 	389 				400 	5300 	70 	40 			103 	108 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			633 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							44 	82 		0.83 	5.00 	0.83 	3.00 						0		1	1.00 		2	1	1.23	0.7		0
497	Blade Crow	196612	11 		5 	26	100 	74 	65 	83 		49 	9 	908 	380 	389 				3700 	5700 	70 	40 			103 	108 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			633 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							44 	82 		0.83 	5.00 	0.83 	3.00 						0		1	1.00 		0	1	1.21	1.5		0
506	Dog Grippler	196612	11 		5 	26	100 	74 	65 	83 		49 	9 	908 	380 	389 				1000 	5100 	70 	40 			103 	108 	47 	150 	50 	50 	50 	50 	50 	50 	50 	50 			633 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							44 	82 		0.83 	5.00 	0.83 	3.00 						0		1	1.00 		1	1	1.24	0.9		0
307	Flame Bear	196612	11 		5 	27	103 	75 	70 	86 		54 	19 	5838 	399 	410 				1600 	5500 	73 	41 			68 	71 	42 	270 	100 	0 	50 	50 	50 	50 	50 	50 			1640 	72 	80 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							115 	215 		0.82 	5.00 	0.82 	3.00 						1	FFFF00	2	1.20 	3	0	0	1.22	0.8		0
281	Thief Charger	196612	11 		5 	27	101 	81 	70 	84 		54 	20 	5838 	399 	410 				5200 	7200 	73 	41 			67 	70 	47 	190 	50 	50 	100 	0 	50 	50 	50 	50 			1640 	0 	0 	0 	0 	0 	0 	71 	79 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							115 	215 		0.82 	5.00 	0.82 	3.00 						3	FFFF00	2	1.20 	5	0	0	1.38	0.7		0
722	Giant Runebat	196612	11 		5 	27	105 	82 	68 	87 		52 	10 	973 	399 	410 				3100 	6000 	73 	41 			108 	114 	52 	270 	50 	50 	50 	50 	50 	50 	50 	50 			683 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							46 	86 		0.82 	5.00 	0.82 	3.00 						0		1	1.00 		0	1	1.33	2.2		0
472	Canedog Slave	196612	11 		5 	27	105 	82 	68 	87 		52 	10 	973 	399 	410 				1800 	7500 	73 	41 			108 	114 	52 	270 	50 	50 	50 	50 	50 	50 	50 	50 			683 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							46 	86 		0.82 	5.00 	0.82 	3.00 						0		1	1.00 		0	1	1.25	1.2		0
480	Young Lich	196612	11 		5 	27	105 	74 	68 	87 		52 	9 	973 	399 	410 				350 	0 	73 	41 			108 	114 	45 	2800 	50 	50 	50 	50 	50 	50 	50 	50 			683 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							46 	86 		0.82 	5.00 	0.82 	3.00 						0		1	1.20 		1	0	0	1.5		1
17	Gargoyle	196612	11 		5 	28	108 	80 	69 	89 		53 	10 	1098 	418 	431 				750 	6500 	75 	42 			111 	116 	37 	270 	50 	50 	50 	50 	50 	50 	50 	50 			739 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							48 	90 		0.81 	5.00 	0.81 	3.00 						0		1	1.00 		0	1	1.3	0.5		0
284	Thief Assassin	196612	11 		5 	28	109 	87 	71 	89 		54 	11 	1098 	418 	431 				5200 	7200 	75 	42 			112 	117 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			739 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							48 	90 		0.81 	5.00 	0.81 	3.00 						0		1	1.00 		0	1	1.38	0.7		0
85	Zombie Leader	196612	11 		5 	28	109 	83 	71 	89 		54 	10 	1098 	418 	431 				1500 	5500 	75 	42 			112 	117 	47 	200 	50 	50 	50 	50 	50 	50 	50 	50 			739 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							48 	90 		0.81 	5.00 	0.81 	3.00 						0		1	1.00 		0	1	1.22	3.1		0
513	Needle Voltex	196612	11 		5 	28	109 	83 	71 	89 		54 	10 	1098 	418 	431 				3500 	7500 	75 	42 			112 	117 	47 	420 	50 	50 	50 	50 	50 	50 	50 	50 			739 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							48 	90 		0.81 	5.00 	0.81 	3.00 						0		1	1.00 		0	1	1.15	1.7		0
507	Silver Grippler	196612	11 		5 	28	108 	83 	74 	88 		57 	21 	6588 	418 	431 				1000 	5100 	75 	42 			71 	74 	47 	150 	30 	30 	30 	30 	100 	50 	50 	50 			1774 	0 	0 	0 	0 	0 	0 	0 	0 	76 	84 	0 	0 	0 	0 	0 	0 			2500 																							120 	225 		0.81 	5.00 	0.81 	3.00 						5	FFFF00	2	1.20 	1	1	0	1.24	0.9		0
309	Gargoyle Bolt	196612	11 		5 	29	112 	84 	76 	92 		58 	21 	6846 	438 	453 				750 	6900 	78 	44 			73 	77 	37 	270 	50 	50 	50 	50 	0 	50 	50 	100 			1918 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	79 	87 			2500 																							128 	238 		0.80 	5.00 	0.80 	3.00 						7	FFFF00	2	1.68 		0	0	1.28	0.5		0
713	Ghoul	196612	11 		5 	29	114 	84 	75 	93 		57 	10 	1141 	438 	453 				2000 	5600 	78 	44 			117 	123 	42 	170 	50 	50 	50 	50 	50 	50 	50 	50 			799 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							51 	95 		0.80 	5.00 	0.80 	3.00 						0		1	1.00 		1	1	1.22	1		0
282	Bigknife Thief	196612	11 		5 	29	114 	91 	75 	93 		57 	11 	1141 	438 	453 				5200 	7200 	78 	44 			117 	123 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			799 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							51 	95 		0.80 	5.00 	0.80 	3.00 						0		1	1.00 		0	1	1.38	0.9		0
194	Runebat Leader	196612	11 		5 	29	130 	91 	87 	106 		67 	23 	15528 	477 	497 				3100 	7000 	83 	47 			242 	254 	25 	370 	30 	30 	30 	30 	100 	50 	50 	50 			4109 	0 	0 	0 	0 	0 	0 	0 	0 	129 	143 	0 	0 	0 	0 	0 	0 			2500 																							204 	380 		0.80 	5.00 	0.80 	3.00 						5	BDA66B	3	1.40 	1	0	0	1.4	0.7		0
476	Young Sabbat	196612	11 		5 	29	114 	91 	75 	93 		57 	11 	1141 	438 	453 				2200 	8000 	78 	44 			117 	123 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			799 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							51 	95 		0.80 	5.00 	0.80 	3.00 						0		1	1.00 		0	1	1.33	1.2		0
498	Guardian Crow	196612	11 		5 	29	114 	91 	75 	93 		57 	11 	1141 	438 	453 				3700 	6700 	78 	44 			117 	123 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			799 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							51 	95 		0.80 	5.00 	0.80 	3.00 						0		1	1.00 		0	1	1.43	1.5		0
90	Ghoul Bear	196612	11 		5 	30	121 	92 	78 	99 		60 	11 	1216 	457 	475 				1600 	6300 	80 	45 			124 	130 	47 	270 	50 	50 	50 	50 	50 	50 	50 	50 			842 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							53 	99 		0.80 	5.00 	0.80 	3.00 						0		1	1.00 		0	1	1.31	0.9		0
335	Outlaw	196612	11 		5 	30	119 	95 	78 	98 		60 	12 	1216 	457 	475 				5200 	7200 	80 	45 			122 	128 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			842 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							53 	99 		0.80 	5.00 	0.80 	3.00 						0		1	1.00 		0	1	1.38	0.7		0
29	Manticore King	196612	11 		5 	30	135 	93 	91 	110 		70 	23 	16836 	498 	520 				2640 	6500 	86 	48 			252 	264 	25 	470 	30 	30 	30 	30 	100 	50 	50 	50 			4440 	0 	0 	0 	0 	0 	0 	0 	0 	135 	149 	0 	0 	0 	0 	0 	0 			2500 																							212 	396 		0.80 	5.00 	0.80 	3.00 						5	BDA66B	3	1.40 	1	1	0	1.3	0.5		0
86	Zombie Lord	196612	11 		5 	30	135 	93 	91 	110 		70 	23 	16836 	498 	520 				1500 	6000 	86 	48 			252 	264 	25 	200 	50 	50 	0 	100 	50 	50 	50 	50 			4440 	0 	0 	0 	0 	135 	149 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							212 	396 		0.80 	5.00 	0.80 	3.00 						4	BDA66B	3	1.40 	4	0	0	1.33	0.6		0
502	Canedog Combatant	196612	11 		5 	30	119 	95 	78 	98 		60 	12 	1216 	457 	475 				1800 	8000 	80 	45 			122 	128 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			842 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							53 	99 		0.80 	5.00 	0.80 	3.00 						0		1	1.00 		0	1	1.33	1.1		0
519	Wild Lich	196612	11 		5 	30	118 	85 	81 	96 		63 	21 	7296 	457 	475 				350 	0 	80 	45 			77 	81 	40 	2800 	50 	50 	50 	50 	0 	100 	50 	50 			2022 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	83 	91 	0 	0 	0 	0 			2500 																							133 	248 		0.80 	5.00 	0.80 	3.00 						6	FFFF00	2	1.96 		1	0	0	1.3		1
483	Grippler King	196612	11 		5 	30	132 	101 	89 	108 		68 	25 	16836 	498 	520 				1200 	7100 	86 	48 			246 	258 	45 	250 	100 	0 	50 	50 	50 	50 	50 	50 			4440 	132 	146 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							212 	396 		0.80 	5.00 	0.80 	3.00 						1	FFFF00	3	1.20 	3	1	0	1.27	1.4		0
77	Redboar Imp	196612	11 		5 	31	126 	96 	82 	103 		62 	12 	1294 	477 	497 				1350 	6200 	83 	47 			129 	136 	47 	310 	50 	50 	50 	50 	50 	50 	50 	50 			856 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							55 	103 		0.79 	5.00 	0.79 	3.00 						0		1	1.00 		1	1	1.32	1.3		0
499	Night Crow	196612	11 		5 	31	126 	96 	82 	103 		62 	12 	1294 	477 	497 				3700 	6200 	83 	47 			129 	136 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			856 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							55 	103 		0.79 	5.00 	0.79 	3.00 						0		1	1.00 		0	1	1.32	1.5		0
514	Mantle Voltex	196612	11 		5 	31	126 	96 	82 	103 		62 	12 	1294 	477 	497 				3500 	8000 	83 	47 			129 	136 	47 	420 	50 	50 	50 	50 	50 	50 	50 	50 			856 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							55 	103 		0.79 	5.00 	0.79 	3.00 						0		1	1.00 		0	1	1.23	1.7		0
272	Arachnoid Drone	196612	11 		5 	32	132 	98 	86 	108 		65 	12 	1403 	498 	520 				1110 	5800 	86 	48 			135 	141 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			925 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							58 	108 		0.78 	5.00 	0.78 	3.00 						0		1	1.00 		1	1	1.35	0.4		0
456	Young Griffin	196612	11 		5 	32	135 	89 	87 	110 		65 	11 	1403 	498 	520 				2600 	4000 	86 	48 			138 	145 	37 	190 	50 	50 	50 	50 	50 	50 	50 	50 			925 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							58 	108 		0.78 	5.00 	0.78 	3.00 						0		1	1.00 		0	1	1.14	0.7		0
