TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide
2172	地狱之裙	15	9	20	4	1								1	100	3	10503406		896	112			3	31	2	3	3	4																					8																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	11													
2173	地狱之靴	15	9	20	4	1								1	100	3	10503406		448	56			3	24	2	2	2	3																					5			4																																		15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	11													
4167	地狱之服	1			4	1										4	11968874		2352	294			3	45	3	4	4	5																					21																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	11													
4168	地狱之手镯	1			4	1										4	11968874		448	56			3	31	2	2	2	3																					12	10																																				17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	11													
4169	地狱之裙	1			4	1										4	11968874		896	112			3	41	2	3	3	4																					16																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	11													
4170	地狱之靴	1			4	1										4	11968874		448	56			3	31	2	2	2	3																					12			7																																		17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	11													
95	星光帽	21	15	26	4	1													880	110				11																																																																		9													
94	星光服	21	15	26	4	1								1	400	1			4400	550			1	25	1	4	3	4																					5																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	9													
97	星光手镯	21	15	26	4	1								1	400	1			880	110			1	17	1	2	1	2																					2																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	9													
98	星光裙	21	15	26	4	1								1	400	1			1760	220			1	23	1	3	2	3																					4																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	9													
99	星光靴	21	15	26	4	1								1	400	1			880	110			1	17	1	2	1	2																					2																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	9													
2095	森林制造者之衣	26	20	31	4	1								1	300	2	16750848		5280	660			2	31	2	4	4	5																					10																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	10													
2098	森林制造者手镯	26	20	31	4	1								1	300	2	16750848		1056	132			2	20	2	2	2	3																					4	3																																				13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	10													
2099	森林制造者之裙	26	20	31	4	1								1	300	2	16750848		2112	264			2	27	2	3	3	4																					7																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	10													
2100	森林制造者靴	26	20	31	4	1								1	300	2	16750848		1056	132			2	20	2	2	2	3																					4			3																																		13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	10													
2174	非凡智慧头带	26	20	31	4	1													1232	154				11																																																																		9													
2175	非凡智慧之衣	26	20	31	4	1								15	100	3	10503406		6160	770			3	35	3	4	4	5																					13																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	11													
2177	非凡智慧之手镯	26	20	31	4	1								15	100	3	10503406		1232	154			3	24	2	2	2	3																					5	5																																				15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	11													
2178	非凡智慧之裙	26	20	31	4	1								15	100	3	10503406		2464	308			3	31	2	3	3	4																					9																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	11													
2179	非凡智慧之靴	26	20	31	4	1								15	100	3	10503406		1232	154			3	24	2	2	2	3																					5			5																																		15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	11													
4171	非凡智慧之衣	1			4	1										4	11968874		6160	770			3	45	3	4	4	5																					24																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	11													
4172	非凡智慧之手镯	1			4	1										4	11968874		1232	154			3	31	2	2	2	3																					12	12																																				17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	11													
4173	非凡智慧之裙	1			4	1										4	11968874		2464	308			3	41	2	3	3	4																					18																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	11													
4174	非凡智慧之靴	1			4	1										4	11968874		1232	154			3	31	2	2	2	3																					12			8																																		17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	11													
679	破裂金属帽	30	24	35	4	1								1	400	1			3040	380			1	11			1	2																					2																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
678	破裂金属服	30	24	35	4	1								1	400	1			15120	1890			1	25	1	4	3	4																					6																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
681	破裂金属手镯	30	24	35	4	1								1	400	1			3040	380			1	17	1	2	1	2																					3																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
682	破裂金属裙	30	24	35	4	1								1	400	1			6080	760			1	23	1	3	2	3																					5																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
683	破裂金属靴	30	24	35	4	1								1	400	1			3040	380			1	17	1	2	1	2																					3																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
2347	幻象之冠	35	29	40	4	1								1	300	2	16750848		3648	456			2	14			1	2																					3																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	11													
2348	幻象之服	35	29	40	4	1								1	300	2	16750848		18144	2268			2	31	2	4	4	5																					12																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	11													
2350	幻象手镯	35	29	40	4	1								1	300	2	16750848		3648	456			2	20	2	2	2	3																					5	4																																				13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	11													
2351	幻象之裙	35	29	40	4	1								1	300	2	16750848		7296	912			2	27	2	3	3	4																					9																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	11													
2352	幻象之靴	35	29	40	4	1								1	300	2	16750848		3648	456			2	20	2	2	2	3																					5			4																																		13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	11													
2323	骷髅之冠	35	29	40	4	1								1	100	3	10503406		4256	532			3	16			1	2																					4																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	12													
2324	骷髅服	35	29	40	4	1								1	100	3	10503406		21168	2646			3	35	3	4	4	5																					15																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	12													
2326	骷髅手镯	35	29	40	4	1								1	100	3	10503406		4256	532			3	24	2	2	2	3																					6	6																																				15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	12													
2327	骷髅裙	35	29	40	4	1								1	100	3	10503406		8512	1064			3	31	2	3	3	4																					11																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	12													
2328	骷髅靴	35	29	40	4	1								1	100	3	10503406		4256	532			3	24	2	2	2	3																					6			6																																		15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	12													
4175	骷髅之冠	35	29	40	4	1								21	100	4	11968874		4256	532			3	20			1	2																					7																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	12													
4176	骷髅服	35	29	40	4	1								21	100	4	11968874		21168	2646			3	45	3	4	4	5																					18																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	12													
4177	骷髅手镯	35	29	40	4	1								21	100	4	11968874		4256	532			3	31	2	2	2	3																					9	9																																				17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	12													
4178	骷髅裙	35	29	40	4	1								21	100	4	11968874		8512	1064			3	41	2	3	3	4																					14																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	12													
4179	骷髅靴	35	29	40	4	1								21	100	4	11968874		4256	532			3	31	2	2	2	3																					9			9																																		17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	12													
685	明月之帽	39	33	44	4	1								1	400	1			9120	1140			1	11			1	2																					2																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
684	明月之服	39	33	44	4	1								1	400	1			45600	5700			1	25	1	4	3	4																					8																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
687	明月手镯	39	33	44	4	1								1	400	1			9120	1140			1	17	1	2	1	2																					4																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
688	明月之裙	39	33	44	4	1								1	400	1			18240	2280			1	23	1	3	2	3																					6																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
689	明月之靴	39	33	44	4	1								1	400	1			9120	1140			1	17	1	2	1	2																					4																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	10													
2353	呼唤之冠	44	38	49	4	1								1	300	2	16750848		10944	1368			2	27			1	2																					4																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2354	呼唤之服	44	38	49	4	1								1	300	2	16750848		54720	6840			2	61	2	4	4	5																					13																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2356	呼唤之手镯	44	38	49	4	1								1	300	2	16750848		10944	1368			2	40	2	2	2	3																					6	5																																				13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2357	呼唤之裙	44	38	49	4	1								1	300	2	16750848		21888	2736			2	54	2	3	3	4																					10																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2358	呼唤之靴	44	38	49	4	1								1	300	2	16750848		10944	1368			2	40	2	2	2	3																					6			5																																		13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2329	冰冷复仇者头带	44	38	49	4	1								1	100	3	10503406		12768	1596			3	31			1	2																					5																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
2330	冰冷复仇者之服	44	38	49	4	1								1	100	3	10503406		63840	7980			3	70	3	4	4	5																					16																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
2332	冰冷复仇者手镯	44	38	49	4	1								1	100	3	10503406		12768	1596			3	47	2	2	2	3																					7	7																																				15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
2333	冰冷复仇者之裙	44	38	49	4	1								1	100	3	10503406		25536	3192			3	62	2	3	3	4																					12																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
2334	冰冷复仇者之靴	44	38	49	4	1								1	100	3	10503406		12768	1596			3	47	2	2	2	3																					7			7																																		15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
4180	冰冷复仇者头带	44	38	49	4	1								21	100	4	11968874		12768	1596			3	40			1	2																					8																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
4181	冰冷复仇者之服	44	38	49	4	1								21	100	4	11968874		63840	7980			3	90	3	4	4	5																					19																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
4182	冰冷复仇者手镯	44	38	49	4	1								21	100	4	11968874		12768	1596			3	61	2	2	2	3																					10	10																																				17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
4183	冰冷复仇者之裙	44	38	49	4	1								21	100	4	11968874		25536	3192			3	81	2	3	3	4																					15																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
4184	冰冷复仇者之靴	44	38	49	4	1								21	100	4	11968874		12768	1596			3	61	2	2	2	3																					10			10																																		17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
1141	魔咒主人之帽	48	42	53	4	1								1	400	1			23200	2900			1	22			1	2																					3																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
1140	魔咒主人之服	48	42	53	4	1								1	400	1			116000	14500			1	50	1	4	3	4																					10																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
1143	魔咒主人之手镯	48	42	53	4	1								1	400	1			23200	2900			1	34	1	2	1	2																					4																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
1144	魔咒主人之裙	48	42	53	4	1								1	400	1			46400	5800			1	45	1	3	2	3																					7																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
1145	魔咒主人之靴	48	42	53	4	1								1	400	1			23200	2900			1	34	1	2	1	2																					4																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
2359	寻心冠	52	46	57	4	1								1	300	2	16750848		27840	3480			2	27			1	2																					4																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2360	寻心服	52	46	57	4	1								1	300	2	16750848		139200	17400			2	61	2	4	4	5																					15																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2362	寻心手镯	52	46	57	4	1								1	300	2	16750848		27840	3480			2	40	2	2	2	3																					7	6																																				13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2363	寻心裙	52	46	57	4	1								1	300	2	16750848		55680	6960			2	54	2	3	3	4																					11																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2364	寻心靴	52	46	57	4	1								1	300	2	16750848		27840	3480			2	40	2	2	2	3																					7			6																																		13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	12													
2335	谜语之冠	52	46	57	4	1								1	100	3	10503406		32480	4060			3	31			1	2																					5																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
2336	谜语服	52	46	57	4	1								1	100	3	10503406		162400	20300			3	70	3	4	4	5																					18																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
2338	谜语手镯	52	46	57	4	1								1	100	3	10503406		32480	4060			3	47	2	2	2	3																					8	8																																				15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
2339	谜语之裙	52	46	57	4	1								1	100	3	10503406		64960	8120			3	62	2	3	3	4																					13																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
2340	谜语之靴	52	46	57	4	1								1	100	3	10503406		32480	4060			3	47	2	2	2	3																					8			8																																		15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	13													
4185	谜语之冠	52	46	57	4	1								21	100	4	11968874		32480	4060			3	40			1	2																					8																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
4186	谜语服	52	46	57	4	1								21	100	4	11968874		162400	20300			3	90	3	4	4	5																					21																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
4187	谜语手镯	52	46	57	4	1								21	100	4	11968874		32480	4060			3	61	2	2	2	3																					11	11																																				17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
4188	谜语之裙	52	46	57	4	1								21	100	4	11968874		64960	8120			3	81	2	3	3	4																					16																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
4189	谜语之靴	52	46	57	4	1								21	100	4	11968874		32480	4060			3	61	2	2	2	3																					11			11																																		17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	13													
2023	永恒帽	56	50	61	4	1								1	400	1			31200	3900			1	22			1	2																					3																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
2025	永恒服	56	50	61	4	1								1	400	1			156000	19500			1	50	1	4	3	4																					12																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
2027	永恒手镯	56	50	61	4	1								1	400	1			31200	3900			1	34	1	2	1	2																					5																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
2028	永恒裙	56	50	61	4	1								1	400	1			62400	7800			1	45	1	3	2	3																					9																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
2029	永恒靴	56	50	61	4	1								1	400	1			31200	3900			1	34	1	2	1	2																					5																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	11													
2365	困扰之冠	60	54	65	4	1								1	300	2	16750848		37440	4680			2	27			1	2																					5																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
2366	困扰之服	60	54	65	4	1								1	300	2	16750848		187200	23400			2	61	2	4	4	5																					17																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
2368	困扰之手镯	60	54	65	4	1								1	300	2	16750848		37440	4680			2	40	2	2	2	3																					8	7																																				13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
2369	困扰之裙	60	54	65	4	1								1	300	2	16750848		74880	9360			2	54	2	3	3	4																					12																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
2370	困扰之靴	60	54	65	4	1								1	300	2	16750848		37440	4680			2	40	2	2	2	3																					8			7																																		13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
2341	昏迷之冠	60	54	65	4	1								1	100	3	10503406		43680	5460			3	31			1	2																					6																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
2342	昏迷之服	60	54	65	4	1								1	100	3	10503406		218400	27300			3	70	3	4	4	5																					20																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
2344	昏迷之手镯	60	54	65	4	1								1	100	3	10503406		43680	5460			3	47	2	2	2	3																					9	9																																				15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
2345	昏迷之裙	60	54	65	4	1								1	100	3	10503406		87360	10920			3	62	2	3	3	4																					14																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
2346	昏迷之靴	60	54	65	4	1								1	100	3	10503406		43680	5460			3	47	2	2	2	3																					9			9																																		15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
4190	昏迷之冠	60	54	65	4	1								21	100	4	11968874		43680	5460			3	40			1	2																					14																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
4191	昏迷之服	60	54	65	4	1								21	100	4	11968874		218400	27300			3	90	3	4	4	5																					28																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
4192	昏迷之手镯	60	54	65	4	1								21	100	4	11968874		43680	5460			3	61	2	2	2	3																					17	12																																				17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
4193	昏迷之裙	60	54	65	4	1								21	100	4	11968874		87360	10920			3	81	2	3	3	4																					22																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
4194	昏迷之靴	60	54	65	4	1								21	100	4	11968874		43680	5460			3	61	2	2	2	3																					17			12																																		17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
2024	护士帽	64	58	69	4	1								1	400	1			37600	4700			1	22			1	2																					4																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	12													
2030	护士服	64	58	69	4	1								1	400	1			188000	23500			1	50	1	4	3	4																					14																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	12													
2032	护士手镯	64	58	69	4	1								1	400	1			37600	4700			1	34	1	2	1	2																					6																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	12													
2033	护士裙	64	58	69	4	1								1	400	1			75200	9400			1	45	1	3	2	3																					10																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	12													
2034	护士靴	64	58	69	4	1								1	400	1			37600	4700			1	34	1	2	1	2																					6																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	12													
3101	闪光护盾	68	62	73	4	1								1	300	2	16750848		45120	5640			2	27			1	2																					5																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
3100	闪光服	68	62	73	4	1								1	300	2	16750848		225600	28200			2	61	2	4	4	5																					19																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
3102	闪光手镯	68	62	73	4	1								1	300	2	16750848		45120	5640			2	40	2	2	2	3																					8	8																																				13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
3103	闪光裙	68	62	73	4	1								1	300	2	16750848		90240	11280			2	54	2	3	3	4																					14																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
3104	闪光靴	68	62	73	4	1								1	300	2	16750848		45120	5640			2	40	2	2	2	3																					8			8																																		13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	13													
3106	智慧者之环	68	62	73	4	1								1	100	3	10503406		52640	6580			3	31			1	2																					6																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
3105	智慧者之服	68	62	73	4	1								1	100	3	10503406		263200	32900			3	70	3	4	4	5																					22																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
3107	智慧者之手镯	68	62	73	4	1								1	100	3	10503406		52640	6580			3	47	2	2	2	3																					9	10																																				15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
3108	智慧者之裙	68	62	73	4	1								1	100	3	10503406		105280	13160			3	62	2	3	3	4																					16																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
3109	智慧者之靴	68	62	73	4	1								1	100	3	10503406		52640	6580			3	47	2	2	2	3																					9			10																																		15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	14													
4196	智慧者之环	68	75	99	4	1								21	100	4	11968874		52640	6580			3	40			1	2																					19																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
4195	智慧者之服	68	75	99	4	1								21	100	4	11968874		263200	32900			3	90	3	4	4	5																					35																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
4197	智慧者之手镯	68	75	99	4	1								21	100	4	11968874		52640	6580			3	61	2	2	2	3																					22	13																																				17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
4198	智慧者之裙	68	75	99	4	1								21	100	4	11968874		105280	13160			3	81	2	3	3	4																					29																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
4199	智慧者之靴	68	75	99	4	1								21	100	4	11968874		52640	6580			3	61	2	2	2	3																					22			13																																		17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	14													
3111	格雷斯之冠	72	66	99	4	1								1	400	1			46400	5800			1	22			1	2																					5																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	13													
3110	格雷斯服	72	66	99	4	1								1	400	1			232000	29000			1	50	1	4	3	4																					16																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	13													
3112	格雷斯手镯	72	66	99	4	1								1	400	1			46400	5800			1	34	1	2	1	2																					7																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	13													
3113	格雷斯裙	72	66	99	4	1								1	400	1			92800	11600			1	45	1	3	2	3																					11																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	13													
3114	格雷斯靴	72	66	99	4	1								1	400	1			46400	5800			1	34	1	2	1	2																					7																																					11	畴钢规绢备	114	皋捞瘤(绒刚过荤)	13													
3116	深渊头带	76	70	99	4	1								1	300	2	16750848		55680	6960			2	27			1	2																					6																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	14													
3115	深渊服	76	70	99	4	1								1	300	2	16750848		278400	34800			2	61	2	4	4	5																					21																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	14													
3117	深渊手镯	76	70	99	4	1								1	300	2	16750848		55680	6960			2	40	2	2	2	3																					9	9																																				13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	14													
3118	深渊裙	76	70	99	4	1								1	300	2	16750848		111360	13920			2	54	2	3	3	4																					15																																					13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	14													
3119	深渊靴	76	70	99	4	1								1	300	2	16750848		55680	6960			2	40	2	2	2	3																					9			9																																		13	饭绢规绢备	134	皋捞瘤(绒刚过荤)	14													
3121	神符头环	76	70	99	4	1								1	100	3	10503406		64960	8120			3	31			1	2																					7																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	15													
3120	神符衣	76	70	99	4	1								1	100	3	10503406		324800	40600			3	70	3	4	4	5																					24																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	15													
3122	神符手镯	76	70	99	4	1								1	100	3	10503406		64960	8120			3	47	2	2	2	3																					10	11																																				15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	15													
3123	神符裙	76	70	99	4	1								1	100	3	10503406		129920	16240			3	62	2	3	3	4																					17																																					15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	15													
3124	神符靴	76	70	99	4	1								1	100	3	10503406		64960	8120			3	47	2	2	2	3																					10			11																																		15	蜡聪农规绢备	154	皋捞瘤(绒刚过荤)	15													
4376	神符头环	76	80	99	4	1								21	100	4	11968874		64960	8120			3	40			1	2																					25																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	15													
4375	神符衣	76	80	99	4	1								21	100	4	11968874		324800	40600			3	90	3	4	4	5																					42																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	15													
4377	神符手镯	76	80	99	4	1								21	100	4	11968874		64960	8120			3	61	2	2	2	3																					28	14																																				17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	15													
4378	神符裙	76	80	99	4	1								21	100	4	11968874		129920	16240			3	81	2	3	3	4																					35																																					17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	15													
4379	神符靴	76	80	99	4	1								21	100	4	11968874		64960	8120			3	61	2	2	2	3																					28			14																																		17	郡府飘规绢备	174	皋捞瘤(绒刚过荤)	15													
173	斗士头盔	2	1	7	1	2													13	10				14																																																																		8													
172	斗士胸甲	2	1	7	1	2								1	400	1			30	30			1	32	1	4	3	4																					4																																					11	畴钢规绢备	115	滚辑目(坷农傈荤)	8													
175	斗士护带	2	1	7	1	2								1	400	1			13	10			1	21	1	2	1	2																					2																																					11	畴钢规绢备	115	滚辑目(坷农傈荤)	8													
176	斗士裤	2	1	7	1	2								1	400	1			15	10			1	28	1	3	2	3																					3																																					11	畴钢规绢备	115	滚辑目(坷农傈荤)	8													
177	斗士靴	2	1	7	1	2								1	400	1			13	10			1	21	1	2	1	2																					2																																					11	畴钢规绢备	115	滚辑目(坷农傈荤)	8													
366	力量粉碎者之胄甲	7	1	12	1	2								1	300	2	16750848		288	36			2	38	2	4	4	5																					9																																					13	饭绢规绢备	135	滚辑目(坷农傈荤)	9													
369	力量粉碎者之护带	7	1	12	1	2								1	300	2	16750848		96	12			2	25	2	2	2	3																					4	1																																				13	饭绢规绢备	135	滚辑目(坷农傈荤)	9													
370	力量粉碎者之护胫甲	7	1	12	1	2								1	300	2	16750848		96	12			2	34	2	3	3	4																					7																																					13	饭绢规绢备	135	滚辑目(坷农傈荤)	9													
371	力量粉碎者之靴	7	1	12	1	2								1	300	2	16750848		96	12			2	25	2	2	2	3																					4			1																																		13	饭绢规绢备	135	滚辑目(坷农傈荤)	9													
179	民兵头盔	12	6	17	1	2													320	40				14																																																																		8													
178	民兵胄甲	12	6	17	1	2								1	400	1			1680	210			1	32	1	4	3	4																					6																																					11	畴钢规绢备	115	滚辑目(坷农傈荤)	8													
181	民兵护带	12	6	17	1	2								1	400	1			320	40			1	21	1	2	1	2																					3																																					11	畴钢规绢备	115	滚辑目(坷农傈荤)	8													
182	民兵护胫甲	12	6	17	1	2								1	400	1			640	80			1	28	1	3	2	3																					5																																					11	畴钢规绢备	115	滚辑目(坷农傈荤)	8													
